Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognormal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
1,54610,60610.97275,53330.94504,53298.16757,52712.98063,52767.92224,,,180611.1782,43330.5401,66481.42061,45270.95652
2,48730,49871.53497,49091.10206,49021.0888,50046.99351,49836.87646,,129155.0896,58766.18321,52948.15079,47366.70106,40189.38318
3,42024,41305.95279,42990.43639,42957.94583,43551.27119,43450.54947,,58826.04003,30471.21297,47460.86178,37422.09828,35678.20618
4,34732,34422.65223,36756.34092,36760.54457,36888.74697,36886.20125,,33669.89577,19120.98866,39678.58608,30843.15659,31673.39968
5,29473,28852.194,31072.90479,31098.81967,30958.0799,31007.00893,,21841.2603,13320.87296,32586.34173,26017.068,28118.12461
6,25551,24314.35629,26149.50821,26184.27173,25928.62678,25995.91482,,15335.56783,9914.54074,26719.20063,22270.32977,24961.92197
7,22410,20594.74421,21990.64365,22026.11703,21746.11193,21813.52615,,11372.3876,7723.786224,22002.39266,19257.05929,22159.99671
8,19360,17527.98941,18521.18339,18553.06591,18294.28773,18353.3716,,8777.523866,6221.472745,18235.18926,16775.29494,19672.58188
9,17001,14985.5609,15642.96288,15669.44753,15450.82178,15498.63597,,6984.863933,5140.84914,15220.47218,14696.27636,17464.37434
10,14741,12866.83714,13259.05205,13279.76869,13105.86285,13142.28997,,5693.875171,4334.265847,12794.63332,12932.5013,15504.03364
11,12470,11092.50824,11283.0261,11298.34707,11166.69095,11192.89547,,4732.861474,3714.210134,10829.12417,11421.56812,13763.73721
12,10551,9599.658728,9641.455931,9652.079819,9557.240501,9574.843084,,3997.883258,3225.933873,9224.86456,10117.27744,12218.78554
13,9054,8338.073605,8273.502814,8280.221892,8215.94766,8226.610176,,3422.99649,2833.653805,7905.85002,8984.39397,10847.25157
14,7578,7267.442192,7129.429935,7133.009849,7093.280102,7098.516476,,2964.707828,2513.119292,6813.670499,7995.392932,9629.66951
15,6510,6355.226463,6168.851126,6169.975796,6149.45408,6150.560402,,2593.379246,2247.386685,5903.212928,7128.347425,8548.758579
16,5348,5575.024803,5359.065252,5358.317864,5352.492293,5350.536825,,2288.243651,2024.305532,5139.407555,6365.504678,7589.177714
17,4661,4905.307912,4673.603125,4671.465949,4676.635355,4672.476159,,2034.395369,1834.964562,4494.797163,5692.29559,6737.30786
18,3901,4328.436192,4091.013553,4087.876703,4101.068429,4095.381609,,1820.908811,1672.698697,3947.727014,5096.626641,5981.058676
19,3525,3829.89142,3593.872913,3590.046571,3608.911,3602.220989,,1639.626353,1532.436038,3480.994527,4568.361495,5309.696933
20,3066,3397.672626,3167.987738,3163.714949,3186.419296,3179.12716,,1484.356398,1410.257457,3080.837394,4098.933508,4713.694188
21,2593,3021.818507,2801.757339,2797.225985,2822.357552,2814.765717,,1350.330227,1303.09285,2736.170782,3681.050752,4184.591546
22,2206,2694.027956,2485.666125,2481.019462,2507.502128,2499.835151,,1233.826348,1208.507443,2438.00849,3308.467783,3714.879606
23,1950,2407.35706,2211.87967,2207.225279,2234.249705,2226.671285,,1131.905776,1124.548726,2179.02064,2975.806506,3297.891882
24,1718,2155.976017,1973.923161,1969.340383,1996.306877,1988.933568,,1042.222285,1049.635039,1953.193329,2678.413762,2927.710186
25,1498,1934.973249,1766.425031,1761.971039,1788.443461,1781.355586,,962.8843134,982.4732794,1755.564924,2412.246794,2599.080638
26,1431,1740.196855,1584.912093,1580.626791,1606.295742,1599.546003,,892.3530262,921.9973,1582.020356,2173.780201,2307.339091
27,1241,1568.125766,1425.645375,1421.555315,1446.208955,1439.829188,,829.366113,867.3212289,1429.129618,1959.929632,2048.344944
28,1061,1415.7646,1285.488149,1281.609653,1305.110706,1299.117141,,772.8801388,817.7037006,1294.020156,1767.988704,1818.422366
29,905,1280.557546,1161.799504,1158.141125,1180.40885,1174.806187,,722.0264616,772.5201607,1174.275441,1595.576443,1614.308132
30,875,1160.317561,1052.348215,1048.912671,1069.908777,1064.693339,,676.0771812,731.2412168,1067.853884,1440.593216,1433.105308
31,806,1053.16795,955.2427875,952.0284792,971.7461685,966.9083144,,634.4185923,693.4155638,973.0236489,1301.183534,1272.242135
32,722,957.4940017,868.8744458,865.8766395,884.3321147,879.8580895,,596.5303069,658.6564075,888.3099737,1175.704502,1129.435528
33,652,871.9028147,791.8705033,789.0822448,806.3081545,802.1814912,,561.9687029,626.6305837,812.4523843,1062.698909,1002.658673
34,621,795.1898147,723.0560876,720.4689096,736.5093119,732.7118885,,530.353703,597.049777,744.3697734,960.8721732,890.1122647
35,576,726.3107704,661.422618,659.0270812,673.9335952,670.4464255,,501.3581393,569.6633848,683.1317691,869.0725165,790.1989627
36,510,664.3583292,606.1017534,603.8878592,617.716743,614.5205599,,474.6991395,544.2526818,627.9351547,786.2738376,701.5007269
37,467,608.5422882,556.3437917,554.3012923,567.111243,564.1869234,,450.1311087,520.6260202,578.0843681,711.5608764,622.7586887
38,389,558.1729582,511.4996986,509.6183284,521.4688431,518.797711,,427.4399762,498.6148581,532.9753082,644.1163161,552.8552851
39,395,512.6470986,471.0061112,469.2757564,480.2259275,477.7899639,,406.4384533,478.0704574,492.0818373,583.2095395,490.7983972
40,378,471.4359946,434.3727831,432.7836033,442.8912498,440.6732316,,386.9621041,458.8611232,454.9444863,528.1868009,435.7072695
41,328,434.0753237,401.1720424,399.7145553,409.0356122,407.0191985,,368.8660732,440.8698859,421.160972,478.4626132,386.8000095
42,340,400.1565235,371.0299136,369.695051,378.2831573,376.4529346,,352.0223488,423.9925455,390.3782066,433.512185,343.3824905
43,269,369.3194185,343.6186193,342.3977619,350.3039985,348.6454975,,336.3174613,408.1360153,362.2855439,392.8647631,304.8385003
44,254,341.24591,318.6502298,317.5352249,324.8079668,323.3076574,,321.6505419,393.2169124,336.6090516,356.0977638,270.620995
45,243,315.6545619,295.8712695,294.8544367,301.5392913,300.1845612,,307.931677,379.1603544,313.10664,322.831587,240.2443355
46,260,292.2959456,275.0581248,274.1322529,280.2720598,279.0511839,,295.0805084,365.8989279,291.563906,292.7250294,213.2773946
47,252,270.9486291,256.0131239,255.1714601,260.8063389,259.7084402,,283.0250379,353.3718017,271.7905783,265.4712184,189.3374383
48,192,251.4157142,238.5611814,237.7974172,242.964846,241.9798527,,271.700603,341.5239611,253.617468,240.7940048,168.0846937
49,223,233.5218404,222.5469199,221.8551728,226.5900905,225.7086909,,261.0489966,330.3055449,236.8938456,218.444757,149.2175267
50,182,217.1105877,207.8321955,207.206989,211.5419115,210.7555069,,251.0177073,319.6712702,221.4851807,198.1995083,132.468161
51,156,202.0422214,194.2939638,193.7302062,197.6953514,196.9960107,,241.5592624,309.5799305,207.2711866,179.8564172,117.5988778
52,169,188.1917288,181.8224375,181.3154002,184.9388177,184.3192315,,232.6306573,299.9939583,194.144128,163.2335014,104.3986415
53,156,175.4471094,170.3194911,169.8647868,173.1724879,172.625925,,224.1928599,290.8790413,182.0073506,148.1666163,92.68010512
54,146,163.70788,159.6972769,159.290838,162.3069247,161.82719,,216.2103768,282.2037858,170.7740013,134.5076483,82.27695071
55,147,152.8837691,149.8770218,149.5150798,152.26187,151.8432649,,208.6508749,273.9394198,160.3659134,122.1228997,73.04152936
56,132,142.8935708,140.7879796,140.4670448,142.9651934,142.6024784,,201.484849,266.0595317,150.7126306,110.8916433,64.84276537
57,129,133.664141,132.3665159,132.0833586,134.3519732,134.0403323,,194.6853294,258.5398388,141.7505541,100.704827,57.56429607
58,104,125.1295136,124.5553091,124.3069409,126.3636918,126.0986996,,188.2276245,251.3579821,133.422193,91.46391397,51.10282023
59,147,117.2301231,117.3026492,117.0863062,118.9475298,118.725121,,182.0890935,244.4933442,125.6755063,83.07984175,45.36663199
60,110,109.912119,110.5618233,110.3749494,112.0557463,111.8721871,,176.2489446,237.9268866,118.463323,75.4720878,40.27431928
61,93,103.1267603,104.2905746,104.1308069,105.6451333,105.4969946,,170.6880566,231.6410056,111.7428308,68.56783083,35.75360837
62,98,96.82988048,98.45062716,98.31578139,99.67653418,99.56066752,,165.3888201,225.6194023,105.4751241,62.30119694,31.74033812
63,102,90.98141285,93.00726531,92.89532253,94.11441949,94.02793426,,160.3349961,219.8469672,99.62480393,56.61258186,28.17754935
64,89,85.54497062,87.92896295,87.83805734,88.92651098,88.86675353,,155.5115894,214.3096762,94.15962371,51.44804137,25.01467641
65,80,80.48747339,83.18705518,83.11546253,84.08344897,84.04798339,,150.9047362,208.9944971,89.05017392,46.75874256,22.20682956
66,80,75.77881529,78.75544733,78.70157434,79.5584971,79.54508753,,146.501603,203.8893055,84.26960231,42.50046992,19.71415784
67,70,71.39156943,74.61035659,74.57273101,75.32728014,75.33387447,,142.2902953,198.9828093,79.79336441,38.63318023,17.50128349
68,70,67.3007245,70.73008246,70.70734393,71.36755062,71.39226555,,138.2597772,194.2644798,75.59900109,35.12060161,15.5367998
69,71,63.48344964,67.09480228,67.08569383,67.65898103,67.70008823,,134.3997969,189.7244903,71.66593982,31.92987193,13.79282544
70,73,59.9188844,63.686389,63.68974925,64.18297827,64.23889184,,130.7008214,185.3536596,67.97531699,29.03121279,12.24460867
71,64,56.58795069,60.48824852,60.50300437,60.92251806,60.99178284,,127.1539765,181.1434012,64.50981868,26.39763528,10.87017611
72,65,53.47318451,57.4851742,57.51033419,57.86199667,57.94327764,,123.7509927,177.0856773,61.25353791,24.00467448,9.650020818
73,71,50.55858494,54.66321675,54.69786481,54.98709821,55.07917067,,120.4841566,173.1729565,58.19184649,21.83014981,8.566825493
74,49,47.82947863,52.00956753,52.0528573,52.28467557,52.38641621,,117.3462661,169.3981757,55.3112797,19.85394845,7.605216653
75,55,45.27239797,49.51245386,49.56360338,49.74264355,49.85302217,,114.3305908,165.7547049,52.59943259,18.05782986,6.751546461
76,48,42.87497158,47.16104497,47.21933184,47.34988276,47.46795473,,111.4308348,162.2363156,50.04486646,16.42524899,5.993699023
77,43,40.62582557,44.94536739,45.01012423,45.09615312,45.22105244,,108.6411036,158.8371515,47.63702451,14.94119658,5.320918426
78,42,38.51449462,42.85622872,42.92683906,42.97201598,43.10294892,,105.9558737,155.5517016,45.36615563,13.59205469,4.723656092
79,58,36.53134169,40.88514899,40.96104338,40.9687638,41.10500304,,103.3699651,152.374776,43.22324545,12.36546613,4.193435247
80,40,34.66748547,39.02429859,39.1049511,39.07835666,39.21923595,,100.8785155,149.3014835,41.19995402,11.25021627,3.722730619
81,54,32.91473485,37.26644227,37.35136719,37.29336492,37.43827413,,98.47695761,146.3272105,39.28855921,10.23612614,3.304861634
82,41,31.26552956,35.60488843,35.69363729,35.60691723,35.75529785,,96.16099745,143.4476024,37.48190546,9.313955697,2.933897598
83,39,29.7128864,34.03344322,34.12560196,34.01265355,34.16399452,,93.92659527,140.6585464,35.77335722,8.475316211,2.604573525
84,47,28.25035053,32.54636893,32.64155537,32.50468243,32.65851634,,91.76994752,137.9561545,34.15675655,7.712591007,2.312215413
85,42,26.87195117,31.13834627,31.23620769,31.07754233,31.23344192,,89.68747045,135.3367498,32.62638468,7.018863637,2.052673908
86,37,25.57216149,29.80444002,29.90465098,29.72616642,29.88374133,,87.67578501,132.7968517,31.17692689,6.387852851,1.822265413
87,36,24.345862,28.54006787,28.64232819,28.44585055,28.60474441,,85.73170296,130.3331642,29.80344051,5.813853677,1.617719805
88,37,23.1883074,27.34097206,27.44500495,27.23222419,27.39211187,,83.85221407,127.9425634,28.50132583,5.291684035,1.436134027
89,28,22.09509623,26.20319355,26.30874384,26.08122383,26.24180894,,82.03447428,125.6220871,27.26629934,4.81663636,1.274930887
90,34,21.06214331,25.12304838,25.22988096,24.9890688,25.1500814,,80.27579481,123.3689248,26.09436948,4.384433751,1.131822473
91,21,20.08565462,24.09710625,24.20500458,23.95223917,24.11343367,,78.57363208,121.1804078,24.98181432,3.99119022,1.004777688
92,35,19.16210424,23.12217086,23.23093556,22.96745559,23.12860876,,76.92557836,119.0540012,23.92516115,3.633374654,0.891993425
93,36,18.28821345,22.19526189,22.30470954,22.0316608,22.19257004,,75.32935316,116.9872958,22.92116785,3.307778129,0.791868966
94,28,17.46093148,21.31359868,21.42356058,21.14200276,21.30248442,,73.78279523,114.978,21.96680567,3.011484275,0.702983276
95,27,16.677418,20.47458511,20.58490624,20.29581922,20.45570707,,72.28385513,113.0239335,21.05924359,2.741842385,0.624074825
96,15,15.93502702,19.67579582,19.78633383,19.49062347,19.64976734,,70.83058836,111.1230206,20.19583383,2.496443029,0.554023687
97,21,15.23129215,18.91496361,19.02558788,18.72409142,18.88235589,,69.42114894,109.273284,19.37409856,2.273095921,0.491835649
98,16,14.56391313,18.18996783,18.30055859,17.9940496,18.15131283,,68.05378352,107.4728395,18.59171774,2.069809843,0.436628092
99,16,13.93074342,17.49882365,17.60927123,17.29846422,17.45461685,,66.72682578,105.7198905,17.84651782,1.884774418,0.387617471
100,20,13.32977879,16.83967236,16.94987641,16.63543112,16.79037526,,65.43869134,104.0127229,17.13646144,1.716343573,0.344108194
101,19,12.75914693,16.21077229,16.32064111,16.00316642,16.15681475,,64.18787294,102.3497011,16.45963783,1.56302052,0.305482745
102,18,12.21709776,15.61049053,15.71994045,15.39999806,15.55227294,,62.97293597,100.7292632,15.81425406,1.42344413,0.271192924
103,17,11.70199464,15.03729528,15.14625005,14.82435786,14.97519059,,61.79251432,99.1499172,15.19862688,1.296376556,0.240752067
104,21,11.2123062,14.48974881,14.59813905,14.27477432,14.42410437,,60.64530644,97.61023703,14.6111752,1.180691991,0.213728134
105,14,10.74659883,13.96650094,14.07426366,13.74986591,13.89764027,,59.53007177,96.10885934,14.0504132,1.07536647,0.189737583
106,23,10.30352977,13.46628304,13.57336116,13.24833488,13.39450744,,58.44562727,94.64447996,13.51494387,0.979468597,0.168439923
107,14,9.881840763,12.98790248,13.0942444,12.76896154,12.91349254,,57.3908443,93.21585087,13.00345308,0.892151125,0.149532882
108,13,9.480352093,12.53023754,12.63579671,12.31059902,12.4534545,,56.3646456,91.82177728,12.51470409,0.812643313,0.132748119
109,15,9.097957209,12.09223258,12.19696715,11.87216835,12.01331968,,55.36600252,90.46111491,12.04753245,0.740243974,0.117847411
110,27,8.733617668,11.67289374,11.77676622,11.45265396,11.5920774,,54.3939324,89.13276737,11.60084127,0.674315165,0.104619277
111,13,8.386358496,11.27128481,11.37426172,11.0510995,11.18877575,,53.44749612,87.83568381,11.17359683,0.614276453,0.092875975
112,24,8.055263886,10.88652348,10.98857508,10.66660392,10.80251779,,52.52579583,86.56885659,10.76482456,0.559599698,0.082450835
113,19,7.739473216,10.51777785,10.61887784,10.29831792,10.43245795,,51.62797272,85.33131914,10.37360516,0.509804321,0.073195895
114,10,7.438177366,10.16426319,10.26438844,9.945440598,10.07779874,,50.75320508,84.12214397,9.999071201,0.464453,0.064979804
115,17,7.150615297,9.825238896,9.924369259,9.607216318,9.737787655,,49.90070632,82.94044074,9.640403786,0.423147751,0.057685952
116,17,6.876070884,9.500005721,9.598123756,9.282931877,9.411714318,,49.06972323,81.78535447,9.296829535,0.385526379,0.051210821
117,13,6.613869978,9.187903166,9.284993954,8.9719138,9.098907844,,48.25953425,80.65606387,8.96761776,0.35125924,0.04546251
118,13,6.363377677,8.888307054,8.984358004,8.673525858,8.798734356,,47.46944793,79.5517797,8.652077827,0.3200463,0.040359435
119,12,6.123995792,8.600627286,8.695627954,8.387166752,8.510594691,,46.69880138,78.47174328,8.349556702,0.29161447,0.03582917
120,19,5.895160492,8.324305738,8.418247661,8.112267956,8.233922259,,45.94695891,77.41522508,8.059436663,0.265715169,0.031807418
121,10,5.676340116,8.058814308,8.151690853,7.84829171,7.96818105,,45.21331067,76.38152332,7.781133169,0.242122115,0.0282371
122,10,5.46703314,7.803653101,7.895459316,7.594729142,7.712863777,,44.49727141,75.36996275,7.514092867,0.22062932,0.025067542
123,9,5.266766277,7.558348723,7.649081211,7.351098529,7.467490141,,43.79827929,74.37989343,7.25779173,0.201049259,0.022253761
124,10,5.075092716,7.322452703,7.41210949,7.116943664,7.231605217,,43.11579477,73.41068954,7.011733325,0.183211208,0.019755822
125,12,4.891590481,7.09554001,7.184120436,6.891832337,7.004777943,,42.44929955,72.46174836,6.775447187,0.166959736,0.017538271
126,8,4.715860898,6.877207671,6.964712281,6.675354914,6.786599711,,41.79829556,71.5324892,6.548487303,0.152153324,0.015569635
127,11,4.547527166,6.667073484,6.753503928,6.467123011,6.576683051,,41.16230405,70.62235245,6.330430691,0.138663119,0.013821975
128,10,4.38623303,6.464774806,6.550133748,6.266768255,6.374660397,,40.54086466,69.73079863,6.120876072,0.126371797,0.012270486
129,16,4.231641531,6.269967427,6.354258457,6.073941121,6.180182939,,39.93353461,68.85730756,5.919442627,0.115172522,0.010893149
130,9,4.083433856,6.082324513,6.165552069,5.88830985,5.992919542,,39.33988786,68.00137749,5.72576883,0.104968012,0.009670415
131,9,3.941308245,5.901535615,5.983704909,5.709559431,5.812555739,,38.75951441,67.16252431,5.539511361,0.095669674,0.008584931
132,11,3.804978985,5.727305744,5.808422691,5.53739065,5.638792787,,38.19201952,66.34028084,5.360344075,0.087196833,0.007621289
133,9,3.674175458,5.559354502,5.639425659,5.3715192,5.471346777,,37.63702306,65.53419606,5.18795705,0.079476015,0.006765815
134,9,3.54864126,5.397415267,5.476447772,5.211674842,5.309947811,,37.09415888,64.74383449,5.022055681,0.072440305,0.006006366
135,9,3.428133372,5.241234431,5.319235948,5.057600625,5.154339216,,36.56307417,63.96877549,4.862359837,0.066028762,0.005332164
136,15,3.312421383,5.090570683,5.167549349,4.909052147,5.00427682,,36.04342889,63.20861271,4.708603065,0.060185877,0.004733639
137,11,3.201286765,4.945194336,5.021158716,4.765796871,4.859528262,,35.53489521,62.46295345,4.560531847,0.054861094,0.004202298
138,9,3.094522193,4.804886694,4.879845736,4.627613469,4.719872351,,35.03715701,61.73141812,4.417904899,0.050008365,0.003730598
139,6,2.991930908,4.66943946,4.743402454,4.494291221,4.585098458,,34.54990936,61.01363974,4.280492509,0.045585743,0.003311846
140,5,2.893326116,4.538654177,4.611630718,4.365629437,4.455005951,,34.07285805,60.3092634,4.148075921,0.04155502,0.002940098
141,8,2.798530434,4.412341707,4.484341656,4.241436923,4.329403659,,33.60571914,59.61794578,4.020446749,0.03788139,0.002610078
142,12,2.707375359,4.29032173,4.361355187,4.121531475,4.208109368,,33.14821854,58.93935474,3.89740643,0.034533148,0.002317102
143,11,2.619700774,4.172422289,4.242499557,4.0057394,4.090949351,,32.7000916,58.27316882,3.778765708,0.031481409,0.002057012
144,14,2.53535449,4.058479343,4.127610904,3.893895074,3.977757918,,32.2610827,57.61907684,3.664344145,0.028699861,0.001826117
145,10,2.454191803,3.948336363,4.016532851,3.785840514,3.868377003,,31.83094493,56.97677755,3.553969663,0.026164531,0.001621139
146,7,2.376075093,3.84184394,3.909116117,3.681424984,3.762655763,,31.40943967,56.34597919,3.447478114,0.023853578,0.001439169
147,6,2.300873432,3.738859421,3.805218155,3.580504622,3.66045021,,30.99633632,55.72639915,3.344712869,0.021747103,0.001277625
148,5,2.228462227,3.639246564,3.704702805,3.482942083,3.561622858,,30.59141194,55.11776362,3.245524437,0.019826978,0.001134214
149,10,2.158722879,3.542875211,3.607439978,3.388606211,3.46604239,,30.19445097,54.51980727,3.149770101,0.018076684,0.001006901
150,8,2.091542461,3.449620984,3.513305343,3.297371723,3.373583351,,29.80524491,53.93227292,3.057313572,0.01648117,0.000893879
151,9,2.026813421,3.359364992,3.422180042,3.20911891,3.284125851,,29.42359207,53.35491125,2.968024673,0.015026721,0.000793542
152,7,1.964433293,3.271993563,3.33395042,3.123733364,3.197555282,,29.04929729,52.7874805,2.881779027,0.013700842,0.000704469
153,10,1.904304431,3.187397978,3.248507762,3.041105708,3.113762064,,28.68217168,52.22974617,2.798457771,0.012492146,0.000625394
154,8,1.846333761,3.105474233,3.165748056,2.96113135,3.03264139,,28.32203242,51.68148083,2.717947286,0.011390257,0.000555195
155,9,1.790432539,3.026122808,3.08557176,2.883710244,2.954092994,,27.96870246,51.14246377,2.640138934,0.010385719,0.000492875
156,7,1.73651613,2.949248445,3.007883586,2.808746673,2.878020928,,27.62201038,50.61248083,2.564928819,0.009469915,0.000437551
157,6,1.684503795,2.874759944,2.932592294,2.736149031,2.804333355,,27.2817901,50.09132412,2.492217553,0.008634994,0.000388437
158,2,1.634318492,2.80256997,2.859610498,2.66582963,2.732942347,,26.94788074,49.57879183,2.421910039,0.007873799,0.000344835
159,7,1.585886689,2.732594863,2.788854481,2.597704508,2.663763699,,26.6201264,49.07468799,2.353915266,0.007179808,0.000306128
160,4,1.539138187,2.664754468,2.720244022,2.531693252,2.596716752,,26.29837597,48.57882231,2.28814611,0.006547078,0.000271766
161,4,1.494005949,2.598971968,2.653702233,2.467718829,2.531724224,,25.98248297,48.0910099,2.224519152,0.005970192,0.000241261
162,8,1.450425946,2.535173724,2.589155397,2.405707424,2.468712049,,25.67230536,47.61107117,2.1629545,0.005444213,0.00021418
163,6,1.408337003,2.473289131,2.526532824,2.345588291,2.407609229,,25.36770542,47.1388316,2.103375626,0.004964641,0.000190139
164,5,1.367680661,2.413250474,2.465766712,2.287293608,2.348347688,,25.06854954,46.67412156,2.045709203,0.004527375,0.000168796
165,3,1.328401043,2.354992795,2.40679201,2.230758342,2.290862138,,24.77470811,46.2167762,1.989884961,0.004128677,0.000149849
166,6,1.290444723,2.298453767,2.349546292,2.175920118,2.235089949,,24.48605536,45.76663521,1.935835542,0.003765139,0.000133029
167,6,1.253760612,2.243573571,2.293969641,2.122719098,2.180971029,,24.20246923,45.32354272,1.883496366,0.003433657,0.000118096
168,8,1.218299842,2.190294788,2.240004531,2.071097863,2.128447705,,23.92383125,44.88734714,1.832805504,0.003131398,0.00010484
169,5,1.184015657,2.138562281,2.187595722,2.021001306,2.077464618,,23.65002639,44.45790102,1.783703555,0.002855783,0.0000931
170,5,1.150863317,2.088323102,2.136690153,1.972376524,2.02796861,,23.38094296,44.03506091,1.736133534,0.00260446,0.0000826
171,2,1.118799994,2.039526388,2.087236851,1.925172719,1.979908635,,23.11647248,43.61868722,1.690040759,0.002375283,0.0000734
172,3,1.087784687,1.992123269,2.039186833,1.879341107,1.933235658,,22.85650959,43.2086441,1.64537275,0.0021663,0.0000651
173,2,1.057778135,1.946066781,1.992493021,1.834834822,1.887902568,,22.60095191,42.80479934,1.602079129,0.001975727,0.0000578
174,6,1.02874273,1.901311784,1.947110157,1.791608837,1.84386409,,22.34969998,42.40702421,1.560111526,0.001801941,0.0000513
175,8,1.000642447,1.857814875,1.902994723,1.749619879,1.801076709,,22.10265713,42.01519339,1.519423492,0.001643461,0.0000456
176,3,0.973442764,1.815534322,1.860104866,1.708826353,1.75949859,,21.85972939,41.62918484,1.479970409,0.001498936,0.0000404
177,3,0.947110594,1.774429982,1.818400326,1.66918827,1.719089504,,21.62082542,41.2488797,1.441709416,0.001367137,0.0000359
178,0,0.921614221,1.734463241,1.77784237,1.630667175,1.67981076,,21.3858564,40.87416218,1.404599328,0.001246941,0.0000319
179,3,0.896923233,1.695596941,1.738393719,1.593226081,1.641625139,,21.15473594,40.50491948,1.368600562,0.001137326,0.0000283
180,8,0.873008467,1.657795323,1.700018495,1.556829406,1.604496829,,20.92738005,40.1410417,1.333675071,0.001037358,0.0000251
181,2,0.849841948,1.621023965,1.662682156,1.521442916,1.568391367,,20.70370698,39.78242172,1.299786276,0.000946187,0.0000223
182,4,0.827396836,1.585249725,1.626351441,1.487033661,1.533275579,,20.48363724,39.42895515,1.266899003,0.000863039,0.0000198
183,2,0.805647378,1.550440692,1.590994319,1.453569927,1.499117531,,20.26709345,39.08054023,1.234979422,0.000787206,0.0000176
184,3,0.784568854,1.516566126,1.556579932,1.42102118,1.465886468,,20.0540003,38.73707774,1.203994991,0.000718044,0.0000156
185,2,0.764137535,1.483596419,1.523078552,1.389358018,1.433552773,,19.84428451,38.39847094,1.173914401,0.000654965,0.0000139
186,2,0.744330638,1.451503038,1.490461529,1.358552123,1.402087917,,19.63787473,38.06462549,1.144707524,0.000597434,0.0000123
187,2,0.725126282,1.42025849,1.458701253,1.328576215,1.371464411,,19.43470147,37.73544939,1.116345363,0.000544962,0.0000109
188,4,0.706503451,1.389836274,1.427771105,1.299404014,1.341655767,,19.23469709,37.41085286,1.088800006,0.000497104,0.00000969
189,1,0.688441955,1.36021084,1.39764542,1.27101019,1.312636454,,19.03779569,37.09074835,1.06204458,0.000453453,0.0000086
190,4,0.670922392,1.331357553,1.36829945,1.243370334,1.284381862,,18.84393311,36.77505041,1.036053206,0.000413639,0.00000764
191,5,0.653926118,1.303252657,1.339709323,1.216460913,1.256868262,,18.6530468,36.46367567,1.010800962,0.000377325,0.00000678
192,2,0.637435211,1.275873235,1.311852009,1.190259237,1.23007277,,18.46507587,36.15654276,0.986263842,0.000344202,0.00000602
193,8,0.621432439,1.249197179,1.284705289,1.164743426,1.203973317,,18.27996093,35.85357223,0.962418714,0.00031399,0.00000534
194,5,0.605901234,1.223203156,1.25824772,1.139892375,1.178548611,,18.09764413,35.55468656,0.939243294,0.000286433,0.00000474
195,3,0.590825661,1.197870581,1.232458605,1.115685727,1.15377811,,17.91806909,35.25981002,0.916716102,0.000261296,0.00000421
196,4,0.576190391,1.17317958,1.207317964,1.092103838,1.129641991,,17.74118082,34.96886871,0.894816436,0.000238368,0.00000374
197,4,0.561980678,1.14911097,1.182806506,1.069127753,1.10612112,,17.56692572,34.68179042,0.873524338,0.000217454,0.00000332
198,2,0.54818233,1.125646228,1.1589056,1.046739176,1.083197027,,17.39525153,34.39850464,0.852820563,0.000198376,0.00000295
199,1,0.53478169,1.102767465,1.135597255,1.024920447,1.06085188,,17.22610726,34.1189425,0.832686555,0.000180974,0.00000262
200,2,0.521765612,1.080457403,1.112864088,1.003654514,1.03906846,,17.05944322,33.84303669,0.813104415,0.0001651,0.00000232
201,3,0.509121439,1.058699351,1.090689305,0.982924911,1.017830134,,16.89521089,33.57072148,0.794056876,0.00015062,0.00000206
202,4,0.496836984,1.03747718,1.069056678,0.962715735,0.997120837,,16.73336296,33.30193263,0.775527283,0.000137411,0.00000183
203,2,0.484900509,1.016775307,1.047950523,0.943011625,0.97692505,,16.57385326,33.03660734,0.757499561,0.000125361,0.00000162
204,3,0.47330071,0.996578669,1.027355679,0.92379774,0.957227774,,16.41663675,32.77468426,0.739958198,0.000114369,0.00000144
205,1,0.462026694,0.976872705,1.007257489,0.905059741,0.938014515,,16.26166946,32.51610339,0.722888222,0.000104342,0.00000128
206,1,0.451067967,0.957643339,0.987641779,0.886783768,0.919271265,,16.10890847,32.2608061,0.706275179,0.0000952,0.00000114
207,4,0.440414416,0.938876959,0.968494844,0.868956426,0.90098448,,15.95831189,32.00873506,0.690105114,0.0000869,0.00000101
208,3,0.430056292,0.920560401,0.949803427,0.851564767,0.883141065,,15.8098388,31.75983419,0.674364552,0.0000792,0.000000896
209,0,0.419984199,0.902680932,0.931554703,0.83459627,0.865728359,,15.66344929,31.51404869,0.659040478,0.0000723,0.000000795
210,4,0.410189077,0.885226234,0.913736263,0.818038828,0.848734113,,15.51910434,31.27132492,0.644120323,0.000066,0.000000706
211,1,0.400662189,0.86818439,0.896336102,0.801880732,0.832146482,,15.37676588,31.03161043,0.629591941,0.0000602,0.000000627
212,0,0.391395109,0.851543867,0.879342598,0.786110656,0.815954004,,15.23639668,30.79485392,0.615443602,0.0000549,0.000000556
213,4,0.38237971,0.835293502,0.862744504,0.770717643,0.800145591,,15.09796042,30.5610052,0.601663966,0.0000501,0.000000494
214,1,0.373608151,0.819422493,0.846530931,0.755691091,0.784710511,,14.96142159,30.33001515,0.588242076,0.0000457,0.000000438
