Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognormal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
94,4,0.977413772,1.403769864,1.41622045,1.35076524,1.343626988,,3.797716616,6.350087812,1.098976624,0.109033916,0.024920959
95,0,0.934465649,1.352294887,1.364634279,1.300051668,1.293324613,,3.719218511,6.241243126,1.052911407,0.098720224,0.021999161
96,2,0.893739445,1.303163104,1.315387429,1.251683699,1.245345593,,3.643139652,6.135374774,1.009115436,0.089385593,0.019419923
97,2,0.855103172,1.256247483,1.268353352,1.20553279,1.199562661,,3.569381429,6.032371622,0.967459955,0.080936692,0.01714308
98,2,0.818433677,1.211428964,1.223413432,1.161478523,1.155856598,,3.497850214,5.932127775,0.927824488,0.073289128,0.015133181
99,1,0.783615988,1.168595893,1.180456421,1.119408021,1.114115652,,3.428457059,5.834542276,0.89009624,0.066366593,0.013358928
100,0,0.750542708,1.127643493,1.139377917,1.079215418,1.07423501,,3.361117416,5.739518835,0.854169555,0.060100077,0.011792692
101,2,0.719113458,1.088473392,1.10007989,1.040801363,1.036116314,,3.295750885,5.646965563,0.819945402,0.054427171,0.010410087
102,2,0.689234376,1.050993174,1.062470238,1.004072568,0.999667206,,3.232280963,5.556794733,0.787330921,0.049291431,0.009189581
103,1,0.660817636,1.015115971,1.026462384,0.968941393,0.964800918,,3.170634826,5.468922552,0.756238984,0.044641803,0.008112171
104,1,0.633781025,0.980760085,0.991974894,0.935325452,0.931435887,,3.110743117,5.383268951,0.726587807,0.040432108,0.007161079
105,0,0.608047541,0.947848642,0.958931135,0.903147263,0.899495403,,3.052539748,5.299757383,0.698300579,0.036620572,0.006321495
106,1,0.583545025,0.916309266,0.927258951,0.872333917,0.868907282,,2.995961717,5.218314635,0.671305125,0.033169405,0.005580347
107,0,0.560205825,0.886073779,0.896890371,0.842816769,0.839603564,,2.940948938,5.138870658,0.645533594,0.030044418,0.004926092
108,0,0.53796648,0.85707793,0.867761326,0.81453116,0.811520232,,2.887444081,5.061358398,0.62092217,0.027214678,0.004348545
109,0,0.516767435,0.829261135,0.8398114,0.787416154,0.784596954,,2.835392417,4.985713644,0.597410803,0.024652199,0.00383871
110,1,0.496552772,0.802566239,0.812983592,0.761414293,0.758776843,,2.784741685,4.911874883,0.574942961,0.022331658,0.00338865
111,1,0.477269961,0.776939297,0.787224099,0.736471377,0.734006234,,2.73544195,4.83978316,0.5534654,0.020230137,0.002991356
112,0,0.458869636,0.752329369,0.762482107,0.712536251,0.71023448,,2.68744549,4.769381955,0.53292795,0.018326902,0.002640641
113,0,0.441305379,0.728688333,0.738709608,0.689560613,0.687413753,,2.640706672,4.700617057,0.513283316,0.016603186,0.002331046
114,0,0.424533529,0.705970702,0.715861221,0.667498833,0.665498874,,2.595181844,4.633436453,0.494486896,0.015042006,0.002057748
115,0,0.408512993,0.684133465,0.693894029,0.646307788,0.644447144,,2.550829237,4.567790222,0.476496608,0.013627989,0.001816492
116,0,0.393205087,0.663135934,0.672767429,0.625946704,0.624218187,,2.507608864,4.503630428,0.459272733,0.012347223,0.001603522
117,0,0.37857337,0.6429396,0.652442988,0.606377012,0.604773812,,2.46548243,4.440911032,0.442777764,0.011187117,0.001415521
118,0,0.364583506,0.623507998,0.632884311,0.587562211,0.586077874,,2.424413248,4.379587795,0.426976271,0.010136269,0.001249561
119,1,0.351203125,0.604806592,0.614056922,0.569467748,0.568096155,,2.384366159,4.319618198,0.411834769,0.009184364,0.00110306
120,1,0.3384017,0.586802648,0.595928143,0.552060893,0.550796243,,2.345307453,4.260961359,0.397321605,0.008322058,0.000973734
121,0,0.326150428,0.569465139,0.578466994,0.535310635,0.534147428,,2.307204804,4.203577958,0.38340684,0.007540897,0.000859571
122,1,0.314422124,0.552764634,0.561644088,0.519187579,0.518120597,,2.270027194,4.147430164,0.370062149,0.006833224,0.000758793
123,0,0.30319112,0.53667321,0.545431539,0.50366385,0.502688141,,2.233744858,4.092481567,0.357260722,0.006192108,0.00066983
124,2,0.292433168,0.521164365,0.529802877,0.488713002,0.487823871,,2.198329218,4.038697114,0.344977173,0.005611274,0.000591297
125,1,0.282125355,0.506212931,0.514732963,0.474309941,0.47350293,,2.163752829,3.98604305,0.33318746,0.00508504,0.000521972
126,0,0.272246021,0.491795003,0.500197915,0.46043084,0.459701717,,2.129989326,3.934486857,0.321868799,0.00460826,0.000460775
127,0,0.262774683,0.477887865,0.486175038,0.447053071,0.446397819,,2.097013373,3.8839972,0.310999597,0.004176276,0.000406752
128,1,0.253691961,0.464469921,0.472642753,0.434155133,0.433569937,,2.064800612,3.834543876,0.300559377,0.003784868,0.000359064
129,0,0.244979516,0.451520635,0.459580538,0.421716593,0.421197831,,2.033327623,3.786097766,0.290528717,0.003430218,0.000316966
130,1,0.236619986,0.439020471,0.446968866,0.409718022,0.409262254,,2.002571879,3.738630782,0.280889189,0.003108865,0.000279804
131,0,0.228596928,0.426950837,0.434789154,0.398140941,0.397744897,,1.972511704,3.692115832,0.271623301,0.002817675,0.000246999
132,1,0.220894763,0.415294035,0.423023709,0.386967768,0.386628343,,1.943126234,3.64652677,0.262714445,0.002553812,0.00021804
133,0,0.213498727,0.404033209,0.411655679,0.376181769,0.37589601,,1.914395387,3.601838359,0.254146847,0.002314705,0.000192477
134,0,0.206394822,0.393152303,0.400669008,0.36576701,0.365532113,,1.886299819,3.558026234,0.24590552,0.002098026,0.00016991
135,0,0.199569775,0.382636015,0.390048395,0.355708317,0.355521615,,1.858820899,3.515066863,0.237976219,0.001901668,0.00014999
136,0,0.193010992,0.37246976,0.37977925,0.34599123,0.345850189,,1.831940674,3.472937514,0.230345404,0.001723721,0.000132404
137,0,0.186706522,0.362639627,0.36984766,0.336601971,0.336504181,,1.80564184,3.431616223,0.223000196,0.001562454,0.000116881
138,0,0.180645019,0.353132349,0.360240352,0.327527402,0.327470571,,1.779907716,3.39108176,0.215928344,0.001416302,0.000103178
139,1,0.17481571,0.343935265,0.350944658,0.318754996,0.318736943,,1.754722213,3.351313604,0.209118192,0.001283844,0.0000911
140,0,0.16920836,0.335036291,0.341948486,0.310272799,0.310291453,,1.730069814,3.312291908,0.202558643,0.001163796,0.0000804
141,0,0.163813244,0.32642389,0.333240289,0.302069407,0.302122795,,1.705935547,3.27399748,0.196239132,0.001054991,0.000071
142,1,0.158621118,0.318087041,0.324809038,0.294133933,0.294220179,,1.682304962,3.236411749,0.190149597,0.000956376,0.0000627
143,0,0.153623194,0.310015216,0.316644193,0.286455981,0.2865733,,1.65916411,3.199516748,0.184280451,0.000866994,0.0000553
144,0,0.148811112,0.302198354,0.308735682,0.279025622,0.279172317,,1.636499524,3.163295082,0.17862256,0.000785979,0.0000488
145,0,0.14417692,0.294626838,0.301073874,0.27183337,0.272007824,,1.614298194,3.127729917,0.173167214,0.000712546,0.0000431
146,0,0.139713049,0.28729147,0.29364956,0.264870159,0.265070834,,1.592547554,3.092804946,0.167906112,0.000645985,0.000038
147,0,0.135412295,0.280183454,0.28645393,0.258127321,0.258352753,,1.571235461,3.05850438,0.162831333,0.000585651,0.0000336
148,1,0.131267797,0.273294374,0.279478552,0.25159657,0.251845366,,1.550350179,3.024812919,0.157935325,0.000530961,0.0000296
149,0,0.127273021,0.266616174,0.272715359,0.245269978,0.245540812,,1.529880364,2.991715742,0.153210877,0.000481386,0.0000262
150,0,0.123421742,0.260141145,0.266156624,0.23913996,0.239431569,,1.509815043,2.95919848,0.148651108,0.000436446,0.0000231
151,0,0.119708025,0.253861903,0.25979495,0.233199258,0.23351044,,1.490143608,2.927247209,0.144249448,0.000395708,0.0000204
152,0,0.116126215,0.247771377,0.253623248,0.227440923,0.227770535,,1.470855793,2.895848426,0.139999624,0.000358778,0.000018
153,0,0.112670919,0.24186279,0.247634728,0.221858302,0.222205254,,1.451941666,2.864989035,0.135895641,0.000325299,0.0000159
154,0,0.109336992,0.23612965,0.241822882,0.216445022,0.216808276,,1.433391617,2.834656336,0.131931774,0.000294949,0.000014
155,0,0.106119526,0.230565733,0.236181468,0.211194977,0.211573546,,1.41519634,2.804838006,0.128102549,0.000267434,0.0000124
156,0,0.103013839,0.225165072,0.230704504,0.206102316,0.206495261,,1.397346826,2.775522088,0.124402733,0.00024249,0.0000109
157,0,0.100015458,0.219921943,0.225386251,0.201161433,0.201567856,,1.379834352,2.746696977,0.120827325,0.000219876,0.00000965
158,1,0.097120116,0.214830856,0.220221201,0.196366948,0.196785999,,1.362650467,2.718351408,0.117371539,0.000199373,0.00000852
159,0,0.094323736,0.209886543,0.215204071,0.191713707,0.192144572,,1.345786984,2.690474442,0.114030799,0.000180785,0.00000752
160,0,0.091622422,0.205083949,0.210329788,0.187196761,0.187638668,,1.329235969,2.66305546,0.110800724,0.000163932,0.00000664
161,0,0.089012455,0.200418219,0.205593481,0.182811366,0.183263579,,1.312989734,2.636084143,0.107677123,0.000148652,0.00000586
162,0,0.086490276,0.195884692,0.200990475,0.178552967,0.179014784,,1.297040826,2.609550471,0.104655982,0.000134798,0.00000517
163,0,0.084052486,0.191478893,0.196516276,0.17441719,0.174887945,,1.281382017,2.583444706,0.101733459,0.000122237,0.00000457
164,0,0.081695834,0.18719652,0.192166567,0.170399839,0.170878896,,1.2660063,2.557757384,0.098905874,0.000110848,0.00000403
165,0,0.079417209,0.183033442,0.187937201,0.16649688,0.166983634,,1.250906876,2.532479308,0.096169702,0.000100521,0.00000356
166,1,0.077213637,0.178985687,0.18382419,0.162704442,0.163198317,,1.236077151,2.507601537,0.093521565,0.0000912,0.00000314
167,0,0.07508227,0.175049437,0.179823699,0.159018803,0.15951925,,1.221510727,2.483115377,0.090958226,0.0000827,0.00000277
168,0,0.073020385,0.171221021,0.175932043,0.155436386,0.155942884,,1.207201394,2.459012373,0.088476581,0.000075,0.00000245
169,0,0.071025371,0.167496908,0.172145674,0.151953754,0.152465806,,1.193143123,2.435284303,0.086073655,0.000068,0.00000216
170,0,0.069094733,0.163873702,0.168461181,0.148567602,0.149084734,,1.179330064,2.411923166,0.083746597,0.0000617,0.00000191
171,0,0.067226076,0.160348134,0.164875281,0.145274751,0.145796514,,1.165756534,2.388921181,0.081492668,0.0000559,0.00000168
