Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognormal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
36,31,35.60988214,33.1288666,33.03830741,33.53923127,33.29060441,,25.24824253,30.46472458,33.13455731,39.19898904,34.49572803
37,41,32.61999119,30.50608005,30.42446121,30.868351,30.63505448,,23.91911319,29.13104535,30.46070246,35.28241446,30.45135938
38,31,29.92347174,28.13789768,28.06455056,28.45650845,28.23771289,,22.69265786,27.88902787,28.04478638,31.76530375,26.881163
39,21,27.48751123,25.99525182,25.9295432,26.27427557,26.06916058,,21.5585468,26.73020182,25.8578325,28.60574286,23.72954571
40,27,25.28340388,24.05286746,23.99420112,24.2960358,24.10380012,,20.50771885,25.64707023,23.87457675,25.7663919,20.94743221
41,18,23.28598358,22.28870846,22.23652559,22.49943236,22.31930096,,19.53219884,24.63297676,22.07293416,23.21395822,18.49150091
42,21,21.47314235,20.68351277,20.63729158,20.86490444,20.69613327,,18.62494497,23.68199385,20.43355022,20.91873472,16.32350937
43,17,19.82542012,19.22040115,19.17965592,19.37529602,19.21717503,,17.77972059,22.78882794,18.93942228,18.85419458,14.40969878
44,21,18.32565466,17.88454682,17.84882652,18.01552506,17.86737984,,16.99098617,21.94873886,17.57557904,16.99663485,12.72026832
45,22,16.95868203,16.66289549,16.6317822,16.77230276,16.63349521,,16.25380772,21.15747107,16.32880831,15.32486254,11.22891106
46,14,15.71107958,15.5439277,15.5170348,15.6338948,15.50382304,,15.56377905,20.41119473,15.18742526,13.81991769,9.912404393
47,9,14.5709451,14.51745625,14.49442661,14.58991757,14.46801532,,14.91695535,19.706455,14.14107433,12.46482868,8.750248385
48,17,13.52770658,13.57445317,13.55495728,13.63116395,13.51689952,,14.30979639,19.04012834,13.18055965,11.24439593,7.724346563
49,17,12.57195791,12.70690158,12.69063569,12.74945384,12.64232884,,13.73911767,18.40938464,12.29769939,10.14500015,6.818724132
50,14,11.69531679,11.90766841,11.89435278,11.93750568,11.83705358,,13.20204836,17.81165442,11.48520033,9.154432548,6.019279225
51,12,10.89030157,11.1703949,11.15977204,11.18882571,11.09461029,,12.6959949,17.24460017,10.73654968,8.261743918,5.313563312
52,10,10.15022424,10.48940205,10.48123512,10.49761235,10.40922606,,12.21860946,16.70609139,10.04592134,7.457110743,4.690587364
53,10,9.469097349,9.859608926,9.853680141,9.858673346,9.775735723,,11.76776249,16.19418275,9.408094795,6.731716035,4.140650732
54,7,8.841552869,9.276461757,9.27257095,9.267353945,9.189509975,,11.34151881,15.70709484,8.818384463,6.077643314,3.655190098
55,9,8.262771296,8.735872384,8.733835638,8.719474372,8.64639294,,10.93811666,15.24319729,8.272578264,5.487782177,3.226646128
56,9,7.728419659,8.234164662,8.233813035,8.211275396,8.142647765,,10.55594939,14.80099389,7.766883962,4.955744119,2.848345765
57,7,7.234597173,7.768027698,7.769206039,7.739370782,7.674909138,,10.19354934,14.37910934,7.297882237,4.475787451,2.514398318
58,7,6.777787538,7.33447497,7.337040815,7.300705692,7.240141758,,9.849573636,13.97627765,6.86248558,4.042750274,2.219603736
59,8,6.354817002,6.930808517,6.93463108,6.892520222,6.835603946,,9.522791674,13.5913317,6.457902188,3.651990627,1.959371635
60,9,5.962817419,6.554587521,6.55954675,6.512317385,6.458815698,,9.212074018,13.22319404,6.081604217,3.299332988,1.729649821
61,1,5.599193678,6.203600678,6.209586386,6.157834942,6.107530589,,8.916382586,12.87086861,5.731299808,2.98102044,1.526861189
62,3,5.261594925,5.87584186,5.882752931,5.82702057,5.77971102,,8.634761912,12.53343344,5.40490839,2.693671875,1.347848022
63,8,4.947889104,5.569488647,5.577232299,5.518009953,5.473506365,,8.366331375,12.21003402,5.100538851,2.434243692,1.189822823
64,8,4.656140408,5.282883351,5.291374457,5.22910739,5.187233665,,8.110278267,11.89987739,4.816470199,2.199995489,1.050324908
65,3,4.38458927,5.014516212,5.023676682,4.958768638,4.919360516,,7.865851597,11.60222684,4.551134413,1.988459329,0.927182091
66,3,4.131634591,4.763010504,4.772768709,4.705585676,4.668489911,,7.632356547,11.31639716,4.303101207,1.797412198,0.818476857
67,6,3.89581793,4.527109301,4.537399552,4.468273177,4.433346758,,7.409149504,11.04175028,4.071064471,1.624851302,0.722516507
68,2,3.675809416,4.305663709,4.316425772,4.245656464,4.212765895,,7.195633589,10.77769141,3.853830193,1.468971906,0.637806797
69,1,3.470395197,4.097622381,4.108801037,4.036660786,4.005681418,,6.991254642,10.52366551,3.650305676,1.328147461,0.563028674
70,1,3.278466216,3.902022163,3.9135668,3.840301734,3.811117142,,6.795497604,10.27915414,3.459489914,1.200911749,0.497017731
71,3,3.099008186,3.717979739,3.729843977,3.655676689,3.628178096,,6.607883247,10.04367253,3.280464965,1.08594286,0.438746083
72,4,2.931092616,3.544684152,3.556825503,3.481957163,3.456042906,,6.427965221,9.816766956,3.112388236,0.982048799,0.387306354
73,5,2.773868763,3.381390108,3.393769662,3.318381937,3.293956966,,6.255327385,9.598012391,2.954485551,0.888154547,0.341897552
74,6,2.626556415,3.227411965,3.239994101,3.164250901,3.141226323,,6.089581383,9.387010297,2.806044932,0.803290442,0.301812596
75,5,2.488439408,3.082118339,3.094870459,3.018919528,2.997212178,,5.930364444,9.183386658,2.666411002,0.726581722,0.266427304
76,8,2.358859796,2.944927251,2.957819538,2.881793892,2.861325937,,5.777337385,8.986790164,2.534979943,0.657239133,0.235190676
77,2,2.2372126,2.815301752,2.828306945,2.752326194,2.733024765,,5.630182794,8.796890559,2.41119496,0.594550473,0.207616311
78,1,2.122941085,2.692745985,2.705839177,2.630010715,2.611807568,,5.48860337,8.613377129,2.294542174,0.537872984,0.183274836
79,2,2.015532484,2.576801632,2.589960078,2.514380176,2.497211373,,5.352320414,8.435957309,2.184546925,0.486626514,0.161787219
80,3,1.914514154,2.467044694,2.48024764,2.405002437,2.388808057,,5.221072451,8.264355413,2.080770415,0.440287351,0.142818866
81,2,1.819450087,2.363082585,2.376311108,2.301477515,2.286201379,,5.09461396,8.098311465,1.982806679,0.398382678,0.126074411
82,1,1.729937764,2.264551503,2.277788365,2.203434889,2.189024308,,4.972714227,7.937580122,1.890279834,0.360485582,0.11129312
83,4,1.645605298,2.171114038,2.184343551,2.110531044,2.096936585,,4.85515628,7.781929686,1.802841584,0.326210549,0.098244826
84,3,1.566108848,2.082457004,2.095664909,2.022447254,2.009622524,,4.741735919,7.631141193,1.720168952,0.295209421,0.086726348
85,1,1.491130272,1.998289476,2.011462824,1.93888756,1.926789001,,4.632260825,7.48500757,1.641962224,0.267167735,0.076558326
86,2,1.420374994,1.918340993,1.931468047,1.859576936,1.84816364,,4.526549737,7.343332859,1.567943071,0.241801441,0.067582429
87,1,1.35357007,1.842359934,1.855430065,1.784259614,1.773493148,,4.424431701,7.205931503,1.497852843,0.218853932,0.05965889
88,2,1.290462419,1.770112025,1.783115631,1.712697566,1.702541809,,4.325745367,7.072627679,1.43145101,0.198093371,0.052664327
89,2,1.230817223,1.701378994,1.714307412,1.64466911,1.635090102,,4.230338356,6.943254686,1.368513746,0.179310285,0.046489824
90,3,1.174416463,1.635957323,1.64880276,1.579967643,1.570933449,,4.138066663,6.817654375,1.308832628,0.162315385,0.041039237
91,2,1.121057582,1.573657128,1.586412586,1.518400485,1.509881058,,4.048794113,6.695676624,1.25221345,0.146937611,0.03622769
92,3,1.070552271,1.514301117,1.526960332,1.459787817,1.451754883,,3.96239185,6.577178842,1.19847514,0.133022362,0.031980262
93,2,1.022725354,1.457723649,1.470281034,1.40396171,1.39638865,,3.878737877,6.462025522,1.147448765,0.120429901,0.028230813
